No.,Time,Source,Destination,Protocol,Length,Value,normality
8054,94.553108,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8059,94.584822,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8060,94.58489499999999,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8064,94.606377,192.168.0.103,192.168.0.104,HTTP,269,15.00,0
8073,94.727437,192.168.0.103,192.168.0.104,HTTP,269,16.00,0
8082,94.833089,192.168.0.103,192.168.0.104,HTTP,269,21.00,0
8091,94.95079,192.168.0.103,192.168.0.104,HTTP,270,105.00,0
8097,95.061791,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8098,95.061916,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8101,95.06721,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8102,95.06724799999999,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8104,95.075303,192.168.0.103,192.168.0.104,HTTP,270,112.00,0
8113,95.190602,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
8119,95.275121,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8120,95.275327,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8124,95.315538,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
8132,95.436577,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8133,95.436677,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8135,95.447103,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8145,95.563034,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8146,95.575571,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8147,95.575659,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8149,95.579977,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8150,95.580007,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8151,95.588936,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8152,95.588973,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8156,95.61259799999999,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8157,95.612658,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8162,95.674509,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
8171,95.800885,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8180,95.921018,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
8189,96.050692,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8191,96.078361,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8192,96.078455,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8201,96.16156600000001,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
8218,96.282402,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8220,96.298856,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8221,96.29894499999999,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8231,96.401156,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8237,96.448509,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8238,96.448623,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8248,96.52993599999999,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8255,96.5949,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8256,96.59496,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8257,96.633563,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8258,96.63363100000001,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8263,96.648955,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
8272,96.77704200000001,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
8281,96.89443100000001,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8290,97.014175,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8296,97.096937,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8297,97.097036,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8301,97.130774,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
8310,97.252661,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
8316,97.31394300000001,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8317,97.31401899999999,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8321,97.387214,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
8327,97.47873299999999,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8328,97.478815,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8332,97.49812299999999,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
8338,97.60223,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8339,97.60229100000001,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8343,97.619745,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8345,97.640163,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8346,97.640221,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8354,97.73733399999999,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8363,97.859352,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8372,97.98435699999999,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
8381,98.107869,192.168.0.103,192.168.0.104,HTTP,270,133.00,0
8382,98.120232,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8383,98.120355,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8392,98.223599,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
8398,98.33649100000001,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8399,98.33656500000001,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8403,98.358254,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
8412,98.46804,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
8417,98.517137,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8418,98.517222,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8423,98.58693199999999,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8428,98.62256,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8429,98.622618,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8431,98.65083100000001,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8432,98.650898,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8436,98.72777099999999,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8445,98.828556,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
8454,98.952495,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8464,99.074023,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
8470,99.135615,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8471,99.135722,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8475,99.191968,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
8484,99.317776,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
8489,99.353465,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8490,99.353571,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8496,99.44544599999999,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8502,99.526739,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8503,99.526842,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8507,99.56567199999999,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8516,99.682959,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8525,99.801799,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
8534,99.924,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
8543,100.054715,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8552,100.1664,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
8561,100.28770300000001,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8570,100.406338,192.168.0.103,192.168.0.104,HTTP,270,116.00,0
8580,100.516717,192.168.0.103,192.168.0.104,HTTP,269,22.00,0
8589,100.640378,192.168.0.103,192.168.0.104,HTTP,270,102.00,0
8598,100.750297,192.168.0.103,192.168.0.104,HTTP,269,20.00,0
8607,100.86664499999999,192.168.0.103,192.168.0.104,HTTP,269,21.00,0
8616,100.97565300000001,192.168.0.103,192.168.0.104,HTTP,269,19.00,0
8658,101.159081,192.168.0.103,192.168.0.104,HTTP,269,18.00,0
8667,101.220702,192.168.0.103,192.168.0.104,HTTP,269,18.00,0
8676,101.317036,192.168.0.103,192.168.0.104,HTTP,269,19.00,0
8685,101.424207,192.168.0.103,192.168.0.104,HTTP,269,20.00,0
8694,101.537853,192.168.0.103,192.168.0.104,HTTP,269,21.00,0
8703,101.648915,192.168.0.103,192.168.0.104,HTTP,269,23.00,0
8712,101.763699,192.168.0.103,192.168.0.104,HTTP,269,24.00,0
8721,101.88239300000001,192.168.0.103,192.168.0.104,HTTP,269,21.00,0
8730,101.99604599999999,192.168.0.103,192.168.0.104,HTTP,269,22.00,0
8739,102.111049,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
8748,102.230789,192.168.0.103,192.168.0.104,HTTP,269,96.00,0
8758,102.347091,192.168.0.103,192.168.0.104,HTTP,270,107.00,0
8767,102.47094399999999,192.168.0.103,192.168.0.104,HTTP,270,124.00,0
8776,102.576387,192.168.0.103,192.168.0.104,HTTP,269,19.00,0
8785,102.697352,192.168.0.103,192.168.0.104,HTTP,269,21.00,0
8794,102.8179,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
8803,102.933162,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
8812,103.05969300000001,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8821,103.180815,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8830,103.310045,192.168.0.103,192.168.0.104,HTTP,270,133.00,0
8841,103.431133,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8850,103.540462,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8859,103.66075,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8868,103.78957199999999,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8877,103.919798,192.168.0.103,192.168.0.104,HTTP,270,133.00,0
8886,104.040175,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
8895,104.15106899999999,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
8904,104.271286,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8914,104.391561,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8923,104.513543,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8932,104.632011,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
8941,104.78781,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8950,104.875449,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
8959,104.999981,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
8968,105.11694399999999,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8980,105.23898100000001,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8989,105.36928700000001,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
9001,105.482555,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9010,105.603374,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
9019,105.726358,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9029,105.842827,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9039,106.015254,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9048,106.093352,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9058,106.207213,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9067,106.33148600000001,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9076,106.45043799999999,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9085,106.570829,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9094,106.702676,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
9103,106.823081,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9112,106.93528799999999,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9121,107.062468,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9130,107.179341,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9139,107.30053799999999,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
9148,107.44032,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
9157,107.548645,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9166,107.673855,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9175,107.784631,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9184,107.91366399999998,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9193,108.03821699999999,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
9202,108.14945800000001,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9211,108.29763500000001,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9220,108.41396200000001,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9229,108.51567299999999,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
9238,108.634428,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9247,108.75991699999999,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
9256,108.87608999999999,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9265,109.00508899999998,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9274,109.12104199999999,192.168.0.103,192.168.0.104,HTTP,270,111.00,0
9283,109.23683600000001,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
9292,109.36908600000001,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9302,109.482419,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9311,109.60293100000001,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
9320,109.723781,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
9331,110.53936999999999,192.168.0.103,192.168.0.104,HTTP,268,0.00,1
9345,111.330496,192.168.0.103,192.168.0.104,HTTP,268,0.00,1
9357,112.13231,192.168.0.103,192.168.0.104,HTTP,268,0.00,1
9366,112.93028999999999,192.168.0.103,192.168.0.104,HTTP,268,0.00,1
9375,113.72748999999999,192.168.0.103,192.168.0.104,HTTP,268,0.00,1
9387,114.55131399999999,192.168.0.103,192.168.0.104,HTTP,268,0.00,1
9396,115.34663,192.168.0.103,192.168.0.104,HTTP,268,0.00,1
9409,116.14048500000001,192.168.0.103,192.168.0.104,HTTP,268,0.00,1
9421,116.947294,192.168.0.103,192.168.0.104,HTTP,268,0.00,1
9430,117.738096,192.168.0.103,192.168.0.104,HTTP,268,0.00,1
9439,118.544123,192.168.0.103,192.168.0.104,HTTP,268,0.00,1
9448,119.33731200000001,192.168.0.103,192.168.0.104,HTTP,268,0.00,1
9458,120.13471799999999,192.168.0.103,192.168.0.104,HTTP,268,0.00,1
9469,121.086372,192.168.0.103,192.168.0.104,HTTP,268,0.00,1
9479,121.74342,192.168.0.103,192.168.0.104,HTTP,268,0.00,1
9488,122.557356,192.168.0.103,192.168.0.104,HTTP,268,0.00,1
9496,123.368973,192.168.0.103,192.168.0.104,HTTP,268,0.00,1
9504,124.277052,192.168.0.103,192.168.0.104,HTTP,268,0.00,1
9516,124.941383,192.168.0.103,192.168.0.104,HTTP,268,0.00,1
9531,126.75946,192.168.0.103,192.168.0.104,HTTP,268,0.00,1
9538,126.89333,192.168.0.103,192.168.0.104,HTTP,268,0.00,1
9548,127.35388,192.168.0.103,192.168.0.104,HTTP,268,0.00,1
9557,128.152406,192.168.0.103,192.168.0.104,HTTP,268,0.00,1
9569,129.898226,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9578,129.987202,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9587,130.11186999999998,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
9596,130.22517,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9605,130.362268,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
9615,130.482516,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9623,130.852063,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
9633,130.934341,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
9642,131.001577,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9649,131.10887,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9661,131.222679,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9668,131.33306100000001,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
9678,131.457743,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9687,131.59016200000002,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
9694,131.669466,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9703,131.79724299999998,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
9711,131.900129,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9719,132.012132,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
9729,132.123209,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
9737,132.238474,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
9746,132.344028,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9754,132.457258,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
9762,132.597228,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
9775,132.688603,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
9784,132.799795,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
9793,132.93014,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9802,133.023084,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
9812,133.14160800000002,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9821,133.25243500000002,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
9830,133.375213,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
9839,133.50931,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9848,133.620628,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9857,133.752912,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9868,133.859799,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9877,133.990286,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
9886,134.104379,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9896,134.255653,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
9905,134.354951,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
9915,134.466406,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
9924,134.588797,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9933,134.711502,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9942,134.834668,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9951,134.958281,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9960,135.07314,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
9971,135.195033,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9980,135.31761799999998,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
9990,135.443795,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
10000,135.562426,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
10009,135.684047,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
10018,135.80358999999999,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
10027,135.92666699999998,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
10036,136.045412,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
10046,136.166968,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
10055,136.29522,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
10064,136.562848,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
10071,136.607453,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
10079,136.688521,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
10086,136.80796,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
10093,136.931737,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
10100,137.02549299999998,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
10111,137.14031200000002,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
10129,137.25998,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
10138,137.377654,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
10147,137.500559,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
10156,137.631909,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
10165,137.741304,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
10174,137.863113,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
10183,137.988133,192.168.0.103,192.168.0.104,HTTP,270,129.00,0
10192,138.147806,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
10201,138.24121100000002,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
10210,138.35140900000002,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
10219,138.468643,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
10228,138.59348799999998,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
10237,138.709799,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
10246,138.837963,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
10255,138.960049,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
10264,139.075775,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
10273,139.19904,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
10282,139.321527,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
10292,139.438248,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
10302,139.57103500000002,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
10312,139.683551,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
10321,139.801649,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
10330,139.922476,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
10339,140.048046,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
10348,140.17593,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
10357,140.298775,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
10366,140.407832,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
10376,140.529579,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
10385,140.663134,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
10394,140.776673,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
10403,140.918513,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
10412,141.0354,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
10422,141.143945,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
10431,141.261252,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
10440,141.386357,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
10449,141.499934,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
10458,141.630901,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
10467,141.746581,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
10476,141.86414,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
10485,141.987194,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
10494,142.10535,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
10503,142.242535,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
10512,142.352181,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
10521,142.476375,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
10530,142.593547,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
10539,142.710911,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
10548,142.83907,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
10557,142.96031200000002,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
10566,143.081,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
10575,143.19645400000002,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
10584,143.323876,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
10593,143.442466,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
10602,143.570641,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
10611,143.68363300000001,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
10620,143.80281599999998,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
10630,143.929595,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
10639,144.055156,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
10648,144.16863999999998,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
10657,144.291417,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
10667,144.421694,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
10676,144.529673,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
10685,144.65723300000002,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
10694,144.772272,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
10703,144.90113799999997,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
